id,iata,icao,name
589,NULL,AUN,"Aviones Unidos, S.A. De C.V."
590,NULL,ADG,"Aviones Y Servicios Del Golfo, S.A. De C.V."
591,NULL,VIO,Avionic Ltd
592,NULL,AVI,"Aviorrenta, S.A."
593,NULL,KJA,Avistar (Cyprus) Limited
594,NULL,ESO,Avitat
595,NULL,WFD,Avro International Aerospace
596,8D,AWO,Awood Air Ltd.
597,NULL,AXR,"Axel Rent, S.A."
598,NULL,AYT,Ayeet Aviation & Tourism
599,J2,AHY,Azerbaijan Hava Yollary
600,NULL,AZB,Azamat
601,NULL,AZT,"Azimut, S.A."
602,NULL,AZZ,Azza Transport Co. Ltd
603,NULL,RPX,Bac Aircraft Ltd
604,NULL,BAC,Bac Leasing Limited
605,UP,BHS,Bahamasair Holdings Ltd.
606,8Q,BAJ,"Baker Aviation, Inc."
607,NULL,BLN,Bali International Air Service
608,LZ,LAZ,Balkan-Bulgarian Airlines
609,NULL,BTL,"Baltia Air Lines, Inc. (Jamaica, Ny)"
610,NULL,BLT,"Baltic Aviation, Inc. (Denver, Co)"
611,NULL,LTB,Baltic Express Line
612,TI,BIA,Baltic International Airlines
613,NULL,BAT,Banat Air Service Ltd
614,NULL,BMX,Banco De Mexico
615,BG,BBC,Biman Bangladesh Airlines
616,NULL,XBG,"Bangor, City Of (Bangor, Me)"
617,JA,BKA,"Bankair, Inc. (West Columbia, Sc)"
618,NULL,BBA,Bannert Air
619,NULL,AJC,"Bar Harbor Airlines (Bangor, Me)"
620,NULL,BXH,Bar Xh Air Inc.
621,NULL,BAI,"Barair, S.A."
622,NULL,ACH,"Barcklay Flying Service (Spokane, Wa)"
623,NULL,BKJ,"Barken International, Inc. (Salt Lake City, Ut)"
624,NULL,BKH,Barkston Heath Ftu (Mil)
625,NULL,CLN,Barnes Olson Aeroleasing Ltd
626,NULL,BVN,"Baron Aviation Services, Inc. (Vichy, Mo)"
627,NULL,BTH,Barth'S Aviation
628,5E,BRO,Base Regional Airlines
629,NULL,XBO,"Baseops International, Inc. (Houston, Tx)"
630,V9,BTC,Bashkirian Airlines
631,NULL,BFC,"Basler Flight Service, Inc. (Oshkosh, Wi)"
632,BAY,BAY,Bravo Airways
633,NULL,BAO,Bay Air Cargo S/A
634,NULL,BYU,Bayu Indonesia Air P.T.
635,NULL,PVO,Bearing Supplies Ltd
636,NULL,BLS,Bearskin Lake Air Service Limited
637,NULL,QTX,Beaufort Leasing Ltd
638,NULL,BEC,"Beech Aircraft Corp. (Wichita, Ks)"
639,NULL,BLJ,Bluelink jets AB
640,4T,BHP,Belair
641,NULL,FBR,Belair Ile De France
642,B2,BRU,Belavia
643,NULL,UIL,Yugoslavia Airlines
644,NULL,BLG,Belgavia (Societe De Handling)
645,NULL,ABF,ScanWings OY
646,NULL,BIC,Belgian International Air Carriers
647,NULL,TXB,"Bell Helicopter, Textron Canada"
648,NULL,BLV,Bell-View Airlines Limited
649,NULL,BVU,Bellview Airlines (S/L) Ltd
650,NULL,BMJ,"Bemidji Airlines (Bemidji, Mn)"
651,NULL,BMI,Bemoair
652,NULL,BEI,Benair
653,NULL,BFS,Benelux Falcon Service
654,NULL,SPT,"Bengis Aviation (Pty) Ltd D/B/A Sprint  Airlines, South Africa"
655,NULL,BEX,Benin Air Express
656,NULL,BEN,"Bennington Aviation, Inc. (Bennington,Vt)"
657,8E,BRG,"Bering Air, Inc. (Nome, Ak)"
658,J8,BVT,Berjaya Air Sdn Bhd
659,NULL,AHS,"Berry Aviation, Inc. (Austin, Tx)"
660,FC,SBY,"Bfs Berliner Spezial Flug, Luftfahrtunternehmen  Gmbh, Berlin-Schonefeld"
661,B4,BHO,Bhoja Airlines
662,NULL,BIG,"Big Island Air, Inc. (Kailua - Kona, Hi)"
663,GQ,BSY,"Big Sky Airlines (Billings, Mt)"
664,NULL,BHR,"Bighorn Airways, Inc. (Sheridan, Wy)"
665,NULL,IBB,Binter Canarias
666,NULL,BIR,"Bird Leasing, Inc. (North Andover, Ma)"
667,NULL,BHY,Birgenair
668,NULL,HOT,Birmingham Aerocentre Ltd
669,NULL,BDF,Bissau Discovery Flying Club
670,EP,BAK,"Blackhawk Airways, Inc. (Janesville, Wi)"
671,NULL,BLH,"Blue Horizon Travel Club (Cincinnati, Oh)"
672,NULL,BSW,Blue Sky Airways
673,NULL,BOE,"Boeing Commercial Airplane Group (Seattle, Wa)"
674,NULL,BIN,"Boise Interagency Fire Center (Boise, Id)"
675,NULL,BON,Bon Accord Airways
676,NULL,BNR,Bonair Aviation Ltd.
677,NULL,BOD,Bond Air Services Ltd.
678,NULL,BND,Bond Helicopters Ltd.
679,NULL,BPT,Bonus Aviation
680,NULL,SSN,Bop Air (Pty) Ltd Trading As Sun Air
681,NULL,BOF,Bordaire Ltd.
682,NULL,BDA,Border Airways
683,NULL,BDN,Boscombe Down Dteo
684,NULL,RRS,Boscombe Down Dteo (Formation)
685,NULL,BSP,Bosphorus Hava Yollari Turizm Ve Ticaret A.S.
686,BO,BOU,Bouraq Indonesia Airlines Pt
687,NULL,BMN,"Bowman Aviation, Inc. (Fort Wayne, In)"
688,NULL,BRH,Braathen Helicopters A/S
689,BU,BRA,Braathens Asa
690,NULL,BAR,Bradley Air (Charter) Services Ltd.
691,NULL,BSI,Brasair Transportes Aereos
692,JJ,BLC,Brasil-Central Linhas Aereas Regional S.A.
693,NULL,BRS,Brazilian Air Force
694,NULL,EXB,Brazilian Army Aviation
695,NULL,MBR,Brazilian Navy Aviation
696,NULL,GEM,Bristol Bae
697,NULL,CLF,Bristol Flying Centre
698,NULL,BHN,Bristow Helicopters (Nig) Limited
699,NULL,BHL,Bristow Helicopters Group Ltd.
700,NULL,BMH,Bristow Masayu Helicopters P.T.
701,DB,BZH,Britair S.A.
702,BY,BAL,Britannia Airways Ltd.
703,NULL,AYR,British Aerospace Flying College Ltd
704,NULL,BAE,British Aerospace Plc
705,BA,BAW,British Airways
706,NULL,SHT,British Airways Shuttle
707,NULL,BCL,British Caribbean Airways
708,NULL,BCR,British Charter
709,NULL,BCG,British Columbia Government
710,NULL,BCH,British Columbia Power And Hydro Authority
711,NULL,BCT,British Columbia Telephone Ltd.
712,NULL,BMD,British Medical Charter
713,KJ,LAJ,British Mediterranean Airways Ltd
714,BD,BMA,British Midland Airways Ltd.
715,NULL,BPX,British Petroleum Exploration
716,NULL,BWL,British World Airlines Ltd
717,NULL,BTA,"Britt Airways, Inc., D/B/A Continental Express/ Air  Mike Express (Houston, Tx)"
718,DB,BZN,Brize Norton Ftu
719,NULL,BRD,Brock Air Services Ltd.
720,NULL,CVN,Bromma Flygskola Ab
721,NULL,BRY,Brymon European Airways
722,NULL,BSL,Bsl Airlines
723,NULL,BUK,Buckley Air Ltd
724,NULL,BPS,Budapest Air Service Ltd
725,NULL,BVA,"Buffalo Airways (Waco, Tx)"
726,NULL,BFL,Buffalo Airways Ltd.
727,NULL,BRX,"Buffalo Express Airlines, Inc. (Buffalo, Ny)"
728,NULL,BCA,Bulgarian Air Cargo
729,NULL,BFB,Bulgarian Flying Cargo
730,NULL,BLF,Bulgarian Lucky Flight
731,NULL,SUI,Swiss Air Force
732,NULL,BGS,Bundesgrenzschutz
733,NULL,XDA,Bureau Veritas S.A.
734,NULL,BMM,Burman Aviation (Charter) Ltd
735,BUR,BUR,Business Air Ag
736,NULL,BHU,Business Air Ltd
737,II,GNT,Business Air Ltd
738,NULL,BAM,Business Air Services (Toronto) Ltd.
739,NULL,MIN,Business European Airways Ltd
740,HQ,GAA,"Business Express (Newton, Ct)"
741,NULL,EXP,Business Express Delivery Ltd.
742,NULL,GEN,Business Operations Support Services
743,NULL,BEE,Busy Bee Of Norway A/S
744,NULL,BZZ,Butane Buzzard Aviation Corporation
745,NULL,PPS,"Butte Aviation, Inc. (Butte, Mt)"
746,NULL,LIM,Bvba Lucorp
747,NULL,BKU,Bykovo-Avia
748,NULL,TIP,"C And M Aviation (Butte, Mt)"
749,NULL,CEE,C-Air
750,NULL,CUO,"C.C. Enrique Cuahonte Delgado, Marta Amezcua  De Cuahonte"
751,NULL,ROG,"C.C. Sergio Gonzales Rogel, Ing. Fernado G. Rogel"
752,NULL,ORO,"C.N. Air, S.A."
753,NULL,AUG,C.P.A. Cesar Augusto De La Cruz Lepe
754,NULL,CTC,"C.T.C. Air, S.A."
755,NULL,CLB,Caa Calibration Flight
756,NULL,EXM,Caa Flight Examiners
757,NULL,CFU,Caa Flying Unit
758,NULL,SDS,Caa Training Standards
759,NULL,MTQ,Caaa Air Martinique
760,CV,CBI,Cabi
761,NULL,KVY,"Cai, Compagnia Aeronautica Italiana Spa"
762,NULL,CCE,Cairo Air Transport Company
763,NULL,CLV,Cal Aviation S.A.
764,NULL,CKT,Caledonian Airways Ltd
765,NULL,IOP,Caliop
766,MO,CAV,Calm Air
767,NULL,CMR,Cam Air Management Ltd
768,NULL,CMG,Camargue Air Transport
769,UY,UYC,Cameroon Airlines
770,NULL,TGO,Canada - Transport Canada
771,NULL,CWA,Canada West Air Ltd.
772,CP,CDN,Canadian Airlines International Ltd
773,NULL,CFC,Canadian Armed Forces
774,NULL,CTG,Canadian Coast Guard
775,NULL,HIA,Canadian Eagle Aviation Ltd.
776,NULL,WSR,Canadian Helicopters
777,NULL,TKR,Canadian Interagency Forest Fire Centre
778,NULL,XNC,Canadian National Telecommunications
779,NULL,CDR,Canadian Regional Airlines Ltd
780,NULL,CWH,Canadian Warplane Heritage Museum
781,NULL,CWW,Canair
782,NULL,CAU,"Cancun Avioturismo, S.A."
783,NULL,ORD,Cap. P.A. Hernando R. Ordonez Gutierrez
784,NULL,CAX,Capax-Air Ag C/0 Unitreva Ag
785,NULL,SEM,"Cape Central Airways, Inc. (Cape Girardeau, Mo)"
786,6C,CMY,Cape Smythe Air Service Inc.
787,NULL,CPX,"Capital Air Service, Inc. (Manhattan, Ks)"
788,NULL,CAP,"Capital Airlines, Inc. (Oxford, Ct)"
789,NULL,VEN,Capital Aviation Services Ltd.
790,NULL,EGL,Capital Trading Aviation Ltd
791,NULL,ANO,"Capiteq Limited, Trading As Air North Regional"
792,NULL,CEX,"Capitol Air Express (Reston, Va)"
793,NULL,FVA,"Cardinal/Air Virginia (Lynchburg, Va)"
794,NULL,CDM,Carga Aerea Dominicana
795,NULL,CCR,"Carga Aerea Venezolana Caraven, S.A."
796,NULL,CDC,"Carga Del Caribe, S.A. De C.V."
797,NULL,CDO,Cargo Dor Limited
798,NULL,CTW,Cargo Three Inc.
799,NULL,CRJ,Cargojet
800,CV,CLX,Cargolux Airlines International
801,NULL,CGM,Cargoman Limited
802,NULL,OWS,Cargosur
803,K7,DEL,Carib Aviation Limited
804,NULL,BCB,Carib Express
805,NULL,DCC,Caribbean Air Cargo
806,NULL,CRB,"Caribbean Air Tours & Services Charters, S.A.De C.V."
807,NULL,CLT,Caribbean Air Transport Co. Inc.
808,NULL,IQQ,Caribbean Airways
809,NULL,TLC,"Caribbean Express, Inc. (Miami Springs, Fl)"
810,NULL,WND,Caribbean Winds Airways Inc.
811,NULL,CRT,Caribintair S.A.
812,NULL,CBJ,Caribjet Inc
813,NULL,CCD,Carlos Cervantes Del Rio
814,NULL,CTX,"Carolina Air Transit, Inc. (Charlotte, Nc)"
815,NULL,CRR,Carranza
816,NULL,ULS,"Carroll Air Service, Inc. (Kingston, Ny)"
817,NULL,FBO,Carroll Aircraft Corporation Plc
818,NULL,CMT,"Casement Aviation (Plainesville, Oh)"
819,XP,CXP,"Casino Express Airlines (Elko, Nv)"
820,NULL,SAL,Caspair Ltd.
821,NULL,CSP,"Casper Air Service,Inc.(Casper, Wy)"
822,RV,CPN,Caspian Airlines
823,NULL,CSJ,"Castle Aviation, Inc. (Ravenna, Oh)"
824,NULL,CAZ,Cat Aviation Ag
825,NULL,KET,Cat Kargo Hava Tasima A.S.
826,NULL,CTZ,Cata S.A.C.I.F.I.
827,NULL,CBT,"Catalina Flying Boats, Inc. (Long Beach, Ca)"
828,NULL,TEX,"Catex, Compagnie"
829,CX,CPA,Cathay Pacific Airways Ltd.
830,NULL,ICL,Cavei Avir Lemitanim
831,KX,CAY,Cayman Airways Ltd.
832,NULL,CBR,Ccat
833,NULL,CCF,"Ccf Manager Airline Gmbh, Koln"
834,NULL,CIL,Cecil Aviation Ltd.
835,NULL,CET,Ceeta-Kel Air
836,NULL,CEG,Cega Aviation Limited
837,NULL,CER,"Celmar Servicios Aereos, S.A. De C.V."
838,NULL,CEL,Ceneast Airlines Ltd
839,BE,CNA,Centennial
840,NULL,CNL,"Centennial Airlines, Inc. (Laramie, Wy)"
841,NULL,CNS,Centennial Flight Centre
842,NULL,CTS,Center-South Ltd
843,NULL,CTL,"Central Airlines, Inc. (Kansas City, Ks)"
844,NULL,CEN,Central Airways Corp
845,NULL,CNY,Central Airways Limited
846,NULL,YOG,"Central Aviation, Inc. (Chicago, Il)"
847,NULL,CDS,Central Districts Airlines
848,NULL,CMA,Central European Airlines
849,9M,GLR,Central Mountain Air Ltd
850,NULL,CSI,"Central Skyport, Inc. (Columbus, Oh)"
851,NULL,DTV,"Centre Airlines, Inc. (Reedsville, Pa)"
852,NULL,CEV,Centre D'Essais En Vol
853,NULL,CNT,Centre National D'Etudes Des Telecommunications (C.N.E.T.)
854,NULL,NTU,Century Aviation (Nig) Ltd
855,NULL,HAI,"Century Aviation International, Ltd"
856,NULL,URY,"Century Aviation, S.A. De C.V."
857,NULL,XAD,"Certified Aircraft Dispatch, Inc. (Miami, Fl)"
858,NULL,CTF,"Cetfa, S.A."
859,NULL,CCT,"Cetty Taxi Aereo Nacional, S.A. De C.V."
860,PW,PWA,Challeng'Air
861,CLO,CLO,Challenge Aero Ukraine
862,WE,CWC,Challenge Air Cargo Inc.
863,NULL,CHS,Challenge Aviation Pty. Ltd .
864,NULL,OFF,"Challenge International Airlines (Miami, Fl)"
865,2Z,CGN,Changan Airlines
866,NULL,GJD,Channel Aviation Ltd
867,LS,EXS,Jet2.Com
868,NULL,CHN,"Channel Island Aviation (Oxnard, Ca)"
869,NULL,CPL,"Chaparral Airlines (Abilene, Tx)"
870,NULL,CFO,Chapman Freeborn
871,NULL,HMD,"Charlie Hammonds Flying Service, Inc. (Houma, La)"
872,NULL,CGD,"Charlotte, Nc Air National Guard (Charlotte, Nc)"
873,NULL,SJN,"Chartair, Inc. D/B/A Air San Juan (Friday Harbor, Wa)"
874,NULL,CHW,Charter Air Ges.M.B.H. & Co. Kg
875,NULL,CFR,Chauffair Ltd
876,US,CHQ,"Chautauqua Airlines (Jamestown, Ny)"
877,H6,CHB,Chelyabinsk Air Enterprise
878,NULL,CMC,Chemech Aviation (Pvt) Ltd
879,NULL,CBM,"Cherokee Leasing, Inc. D/B/A/ Cherokee  Express (Orlando, Fl)"
880,NULL,CAB,"Chesapeake Air Service (Pasadena, Md)"
881,NULL,CYA,"Cheyenne Airways, Inc. (Cheyenne, Wy)"
882,C8,CGO,"Chicago Air, Inc. (Chicago, Il)"
883,NULL,CCH,"Chilchota Taxi Aereo, S.A. De C.V."
884,NULL,DES,Chilcotin Caribou Aviation
885,NULL,CAD,Chilliwack Aviation Ltd.
886,NULL,CHA,Chiltern Airways
887,NULL,CHY,China Air Cargo
888,MU,CES,China Eastern Airlines
889,NULL,CFA,China Flying Dragon Aviation Co.
890,GP,CTH,China General Aviation Corp. - Cgac
891,F6,CAG,China National Aviation Corporation
892,CJ,CBF,China Northern Airlines
893,WH,CNW,China Northwest Airlines
894,NULL,CHC,China Ocean Helicopter Corp. - Cohc
895,CZ,CSN,China Southern Airlines
896,SZ,CXN,China Southwest Airlines
897,HR,CUA,China United Airlines
898,X2,CXH,China Xinhua Airlines
899,NULL,CPW,"Chippewa Air Commuter, Inc. (Manistee, Mi)"
900,XW,CHF,Chitaavia
901,NULL,CHV,Chivenor Ftu
902,NULL,CAS,"Christman Air System (Washington, Pa)"
903,NULL,HSA,Chs Aviation Limited
904,NULL,CHU,"Church Aircraft Ltd (Denver, Co)"
905,NULL,CHO,Ciga Aviation Spa
906,QI,CIM,Cimber Air A.S.
907,BS,NTS,"Cirrus Air, Inc. (Dallas, Tx)"
908,NULL,CSR,Cis-Air
909,NULL,COK,Ciskei International Airways Corp.
910,NULL,XCX,"Citibank, N.A. (Newark, Nj)"
911,NULL,CYB,City Air Bus Ltd
912,NULL,ISY,City Air Ltd
913,NULL,BCY,City Jet
914,NULL,CIT,City-Jet Luftverklehrsges M.B.H.
915,NULL,CRG,City-Link Airlines Nigeria Limited
916,NULL,CAQ,Cityair (Chester) Limited
917,FD,CFE,Cityflyer Express
918,NULL,CLA,Citylink Air Taxi
919,NULL,BKR,"Civil Air Patrol, South Carolina Wing (Columbia, Sc)"
920,NULL,CIV,Civil Aviation Authority Of New Zealand
921,NULL,CBA,Civil Aviation Inspectorate Of The Czech Republic
922,NULL,CKC,"Ckc Services, Inc. (Newport Beach, Ca)"
923,NULL,CLK,"Clark Aviation Corp. (New Cumberland, Pa)"
924,NULL,CLC,Classic Air Ag
925,NULL,CLS,Classic Air Ltd
926,NULL,CLD,Clowes Estates Ltd
927,NULL,FCT,Cnfa (Sfact)
928,NULL,CQA,Coast Air Ltd.
929,DQ,CXT,"Coastal Air Transport (Christiansted, St. Croix)"
930,NULL,CNG,"Coastal Airways (Gulfport, Ms)"
931,NULL,CHL,"Cohlmia Aviation (Dallas, Tx)"
932,9L,CJC,"Colgan Air (Manassas, Va)"
933,NULL,CAE,Colibri Aviation Reg'D
934,YD,GAG,"Cologne Air Transport, Koln"
935,NULL,WCO,"Columbia Helicopters, Inc. (Lake Charles, La)"
936,NULL,KLR,"Columbus Air Transport, Inc. (Columbus, Oh)"
937,NULL,CBS,Columbus Avia
938,NULL,NVE,"Colvin Aviation, Inc. (Athens, Ga)"
939,OH,COM,"Comair, Inc. (Cincinnati, Oh)"
940,NULL,CMD,Comandor Avia
941,NULL,CDE,Comed Aviation Ltd
942,NULL,CRS,"Comercial Aerea, S.A. De C.V."
943,NULL,RED,Comite International De La Croix-Rouge Red Cross (International Committee)
944,NULL,COE,"Comitel, Bedarfsfluge Kg"
945,NULL,CAH,Command Airways
946,NULL,CTM,Commandement Du Transport Aerien Militaire Francais
947,NULL,CML,Commander Air Charter Limited
948,NULL,CRM,"Commander Mexicana, S.A. De C.V."
949,MN,CAW,Commercial Airways (Pty.) Ltd.
950,NULL,GAR,Commodore Aviation
951,NULL,CJS,"Commonwealth Jet Service, Inc. (Sandston, Va)"
952,NULL,UNI,Community Express Airlines Ltd
953,C5,UCA,Champlain Enterprises Inc.
954,NULL,CGR,Compagnia Generale Ripreseaeree Spa
955,NULL,LGD,Compagnie Aerienne Du Languedoc
956,C9,FEU,Compagnie Aeronautique Europeenne
957,XK,CCM,Compagnie Air Mediterrannee
958,NULL,GIC,Compagnie De Bauxites De Guinee
959,NULL,AGN,Compagnie Nationale Air Gabon
960,NULL,BFN,Compagnie Nationale Naganagani
961,NULL,BXS,"Compania ""Spantax"" (Servicios Y Transportes  Aereos Air Charter)"
962,NULL,TUU,Compania Aerea De Servicios Tur Air
963,NULL,ASU,Compania Aerea Del Sur S.A. (Aerosur S.A.)
1306,AY,FIN,Finnair O/Y
964,NULL,LAS,Compania Aerea Lineas Ecuatoguineanas De  Aviacion S.A. (Leasa)
965,NULL,ATF,Compania Aerotecnicas Fotograficas
966,CF,CFP,"Compania De Aviacion ""Faucett"", S.A."
967,NULL,TAV,Compania De Servicios Aereos Tavisa
968,NULL,SSS,"Compania De Servicios Aereos, S.A. (Saesa)"
969,NULL,DOA,"Compania Dominicana De Aviacion, S.A."
970,NULL,EJV,"Compania Ejecutiva, S.A. De C.V."
971,NULL,HSO,"Compania Helicopteros De Transporte, S.A."
972,NULL,HSE,"Compania Helicopteros Del Sureste, S.A."
973,NULL,IAN,Compania Interandina De Aviacion
974,NULL,MDR,"Compania Mexicana De Aeroplanos, S.A."
975,MX,MXA,"Compania Mexicana De Aviacion, S.A."
976,NULL,CMX,"Compania Mexicana De Taxis Aereos, S.A."
977,CM,CMP,Copa Airlines
978,NULL,HSS,"Compania Transportes Aereos Del Sur, S.A."
979,NULL,CPS,Compass Aviation
980,NULL,XCO,"Compuflight Operations Service, Inc. (Port  Washington, Ny)"
981,NULL,XCS,Compuserve Incorporated
982,NULL,CRC,Conair Aviation Ltd.
983,NULL,COS,Concors Latvian Air Service
984,NULL,CNR,"Condor Aero Services, Inc. (Cullman, Al)"
985,DE,CFG,Condor Flugdienst Gmbh
986,NULL,COF,Confort Air Inc.
987,NULL,CGA,"Congressional Air, Ltd (Gaithersburg, Md)"
988,NULL,ROY,Conifair Aviation Inc.
989,NULL,CBY,Coningsby Ftu
990,NULL,BSN,Connectair Charters Ltd.
991,5C,CAC,"Conquest Airlines (Beaumont, Tx)"
992,NULL,CXO,"Conroe Aviation Services, Inc. (Conroe, Tx)"
993,NULL,CRI,"Consorcio Aereo, S.A. De C.V."
994,NULL,CHP,"Consorcio Aviaxsa,  S.A. De C.V."
995,NULL,KIS,Contactair Flugdienst And Co.
996,NULL,XCL,"Contel Asc (Mclean, Va)"
997,NULL,CBD,Continent Air Paris
998,CO,COA,Continental Air Lines Inc.
999,NULL,CCL,Continental Aviation Limited (Contical)
1000,NULL,CON,"Continental Oil Co. (Ponca City, Ok)"
1001,NULL,TSU,"Contract Air Cargo, Inc. (Waterford, Mi)"
1002,NULL,CKA,"Cook Inlet Aviation, Inc. (Homer, Ak)"
1003,NULL,SVY,Cooper Aerial Surveys Ltd
1004,NULL,SKY,Cooper Skybird Air Charters Ltd.
1005,NULL,CAT,Copenhagen Airtaxi
1006,NULL,COP,"Copper State Air Service, Inc. (Mesa, Az)"
1007,NULL,COZ,Corair
1008,NULL,CRA,Coronado Aerolineas Ltda.
1009,NULL,CPB,Corpac Canada Ltd
1010,NULL,CEJ,"Corporacion Aerea Ejecutiva, S.A. De C.V."
1011,NULL,CNC,"Corporacion Aereo Cencor, S.A. De C.V."
1012,NULL,CAI,"Corporacion Aereo Internacional, S.A. De C.V."
1013,NULL,CPT,"Corporate Air (Billings, Mt)"
1014,DN,CPR,"Corporate Air, Inc. (Hartford, Ct)"
1015,NULL,CPO,"Corporate Aircraft Company (Gardner, Ks)"
1016,NULL,COO,Corporate Airlink
1017,NULL,CKE,"Corporate Aviation Services, Inc. (Tulsa, Ok)"
1018,NULL,CSS,Corse Aero Service
1019,NULL,CRL,Corse Air International
1020,NULL,COT,Cottesmore Ttte
1021,NULL,CAJ,"Cougar Air, Inc."
1022,NULL,CHI,"Cougar Helicoptes,Inc."
1023,NULL,CSD,"Courier Services, Inc. (Tempe, Az)"
1024,NULL,CUT,Court Air
1025,NULL,CVL,Coval Air Ltd.
1026,7C,COY,Coyne Airways Ltd.
1027,NULL,CFD,Cranfield Institute Of Technology
1028,NULL,CWL,Cranwell Ftu
1029,NULL,CRE,Cree Airways Corporation
1030,NULL,KRT,Kokshetau Airline
1031,NULL,CRH,"Cri Helicopters Mexico, S.A. De C.V."
1032,OU,CTN,Croatia Airlines
1033,X5,CUS,Cronus Airlines
1034,LX,SWR,Swiss International Air Lines
1035,NULL,CKR,Crown Air Systems
1036,US,CRO,"Crown Airways, Inc. (Dubois, Pa)"
1037,NULL,CRW,Crownair
1038,NULL,CTY,"Cryderman Air Service (Drayton Plains, Mi)"
1039,NULL,CYT,"Crystal Shamrock (Minneapolis, Mn)"
1040,NULL,IRO,"Csa Air, Inc. (Iron Mountain, Mi)"
1041,NULL,CSE,Cse Aviation Ltd.
1042,NULL,CYC,Cyprair Tours Ltd.
1043,CY,CYP,Cyprus Airways Ltd.
1044,NULL,CEF,Czech Air Force
1045,NULL,AHD,Czech Air Handling
1046,OK,CSA,"Czech Airlines a.s., CSA"
1047,NULL,CIE,Czech Government Flying Service
1048,D3,DAO,Daallo Airlines
1049,NULL,DCA,Dacono-Air
1050,NULL,DSR,"Dairo Air Services,Ltd."
1051,NULL,DKA,Daka
1052,NULL,DAK,Dakair
1053,EX,DXP,"Dallas Express Airlines, Inc. (Dallas, Tx)"
1054,D2,DAM,Damania Airways Ltd
1055,NULL,DSA,"Danbury Airways, Inc. (Danbury, Ct)"
1056,NULL,DAF,Danish Air Force
1057,DX,DTR,Danish Air Transport
1058,NULL,DAR,Danish Army
1059,NULL,DNY,Danish Navy
1060,NULL,DBE,Danube-Air Ltd.
1061,NULL,DRT,Darta
1062,NULL,DSH,"Dash Air Charter (Atlanta, Ga)"
1063,NULL,XDT,"Date Transformation Corp. (Turnersville, Nj)"
1064,NULL,DSF,David See Flying Services
1065,NULL,DWN,"Dawn Air, Inc. (Manteo, Nc)"
1066,NULL,DHC,De Havilland Inc.
1067,NULL,DGL,Deal (Diagonal European Airways Link)
1068,NULL,DAA,"Decatur Aviation, Inc. (Decatur, Il)"
1069,NULL,JDC,"Deere And Company (Moline, Il)"
1070,NULL,DEA,Delta Aerotaxi
1071,NULL,SNO,Delta Air Charter Ltd.
1072,DL,DAL,"Delta Air Lines, Inc."
1073,NULL,DEJ,Delta Jet S.A.
1074,NULL,DTX,Deltex
1075,NULL,FEC,"Denver Express, Inc. (Englewood, Co)"
1076,NULL,DJT,"Denver Jet, Inc. (Englewood, Co)"
1077,NULL,FGC,Departamento De Agricultura De La Generalitat  De Cataluna
1078,NULL,PAT,"Department Of The Army, Priority Air Transport  (Davison Aviation Command) (Fort Belvoir, Va)"
1079,NULL,NEB,"Dept. Of Aeronautics, State Of Nebraska (Lincoln, Ne)"
1080,NULL,AGR,"Dept. Of Agriculture (Hyattsville, Md)"
1081,NULL,DRY,Deraya Air Taxi P.T.
1082,NULL,DSN,Desna
1083,DI,BAG,"Deutsche Ba Luftfahrtgesellschaft Mbh,Freidrichshafen"
1084,NULL,AOT,"Deutsche Forschungs-Und Versuchsanstalt Fur  Luft-Und Raumfahrt E.V., Koln"
1085,LH,DLH,Deutsche Lufthansa Ag
1086,1I,AMB,Deutsche Rettungsflugwacht
1087,ER,DHL,"Dhl Airways, Inc. (Cincinnati, Oh)"
1088,L3,JOS,Dhl De Guatemala S.A.
1089,NULL,SPK,"Diamond Aviation, Inc. (Statesboro, Ga)"
1090,D8,DSL,Diamond Sakha Airlines
1091,NULL,DGT,"Digital Equipment Corporation (Maynard, Ma)"
1092,D7,RDN,"Dinar, S.A."
1093,NULL,DAV,Dirac Aviation
1094,NULL,DIA,"Direct Air, Inc."
1095,NULL,XAP,"Direct Air, Inc. D/B/A/ Midway Connection (Gary, In)"
1096,NULL,DCT,Direct Flight Ltd
1097,NULL,DIR,Dirgantara Air Service Pt
1098,NULL,DVA,"Discovery Airways (Honolulu, Hi)"
1099,NULL,XDS,"Dispatch Services, Inc. (Miami, Fl)"
1100,NULL,DWA,Diwan
1101,NULL,GPL,"Dlr Deutsche Forschungsanstalt Fur Luft Und  Raumfahrt, Braunschweig"
1102,Z6,UDN,Dniproavia - Joint Stock Aviation Co.
1103,NULL,DOB,Dobrolet Airlines
1104,NULL,IXX,"Dolphin Express Airlines, Inc. (Daytona Beach, Fl)"
1105,NULL,DPL,Dome Petroleum Ltd.
1106,E3,DMO,Domodedovo Civil Air Production Association
1107,D9,DNV,Donavia Airlines
1108,NULL,DON,Donair Flying Club Ltd
1109,NULL,DAD,Dorado Air
1110,NULL,DOR,"Dornier Reparaturwerft Gmbh, Munchen"
1111,NULL,DOM,Dos Mundos
1112,NULL,DOW,"Downeast Flying Service, Inc. (Wiscasset, Me)"
1113,NULL,DRA,Dravidian Air Services Ltd.
1114,NULL,DRS,Drenair
1115,KB,DRK,Druk Air
1116,NULL,DUB,Dubai Airwing
1117,NULL,DBJ,Duchess Of Brittany (Jersey) Ltd
1118,NULL,PHD,"Duncan Aviation, Inc. (Lincoln, Ne)"
1119,NULL,DUN,Dunsfold Bae
